Phytochemical,PlantName,PubMed Id
cadina-10(15)-en-3-one,Hyptis verticillata Jacq.,19413104
"cadina-4,10(15)-dien-3-one",Hyptis verticillata Jacq.,15941314
myo-inositol,Hyptis verticillata Jacq.,19413104
3 beta-hydroxyl-lup-20(29)-ene-24-methyl ester,Ilex kudingcha,15015375
beta-sitosterol,Ilex kudingcha,15015375
daucosterol,Ilex kudingcha,15015375
"lup-20(29)-ene-3 beta-, 24-diol",Ilex kudingcha,15015375
lupeol,Ilex kudingcha,15015375
mannitol,Ilex kudingcha,15015375
ursolic acid,Ilex kudingcha,15015375
oblonganoside A,Ilex oblonga,17329884
oblonganoside B,Ilex oblonga,17329884
oblonganoside C,Ilex oblonga,17329884
oblonganoside D,Ilex oblonga,17329884
oblonganoside E,Ilex oblonga,17329884
oblonganoside F,Ilex oblonga,17329884
"3beta, 23-dihydroxy-urs-12-en-28-oic acid",Ilex pernyi,18051898
3beta-hydroxyurs-11-ene-13beta-olide,Ilex pernyi,18051898
alpha-amyrin,Ilex pernyi,18051898
"lup-20 (29)-ene-3beta, 24-diol",Ilex pernyi,18051898
lupeol,Ilex pernyi,18051898
pomolic acid,Ilex pernyi,18051898
ursolic acid,Ilex pernyi,18051898
uvaol,Ilex pernyi,18051898
8-epideoxyloganic acid,Incarvillea arguta,15669767
beta-sitosterol,Incarvillea arguta,15669767
beta-sitosterol 6'-O-acyl-beta-D-glucopyranoside,Incarvillea arguta,15669767
maslinic acid,Incarvillea arguta,15669767
oleanolic acid,Incarvillea arguta,15669767
piperin,Incarvillea arguta,15669767
plantarenaloside,Incarvillea arguta,15669767
ursolic acid,Incarvillea arguta,15669767
incarvillosides A,Incarvillea delavayi,20183333
incarvillosides B,Incarvillea delavayi,20183333
incarvillosides C,Incarvillea delavayi,20183333
incarvillosides D,Incarvillea delavayi,20183333
"1-O-feruloyl-3-O-(26""-hydroxylhexacosoyl) glycerol",Incarvillea mairei,19873778
1-O-methyl-guaiacylglycerol,Incarvillea mairei,19873778
"6'-8""E, 11""E-octadecadienoyl-clionasterol-3-glucoside",Incarvillea mairei,19873778
beta-daucosterol,Incarvillea mairei,19873778
beta-sitosterol,Incarvillea mairei,19873778
incarvine D,Incarvillea mairei,19873778
piceid,Incarvillea mairei,19873778
Batatinoside I,Ipomoea batata,23236827
beta-amyrin acetate,Ipomoea batata,23236827
caffeic acid,Ipomoea batata,23236827
citrusin C,Ipomoea batata,23236827
octadecyl caffeate,Ipomoea batata,23236827
scopoletin,Ipomoea batata,23236827
"1,2,3,4-tetrahydro-beta-carboline-3-carboylic acid",Ipomoea batatas,19230398
"3,4-di-O-caffeoylquinic acid",Ipomoea batatas,19230398
astragalin,Ipomoea batatas,16011096
batatinoside I,Ipomoea batatas,18341282
batatosides A,Ipomoea batatas,18341282
batatosides B,Ipomoea batatas,18341282
batatosides C,Ipomoea batatas,18341282
batatosides D,Ipomoea batatas,18341282
batatosides E,Ipomoea batatas,18341282
batatosides F,Ipomoea batatas,18341282
batatosides G,Ipomoea batatas,18341282
caffeicacid,Ipomoea batatas,19230398
citrusin C,Ipomoea batatas,19230398
kaempferol,Ipomoea batatas,16011096
rhamnetin,Ipomoea batatas,16011096
rhamnocitrin,Ipomoea batatas,16011096
simonin IV,Ipomoea batatas,18341282
tiliroside,Ipomoea batatas,16011096
(-)-lariciresinol,Isatis indigotica,17348190
(+) -isolariciresinol,Isatis indigotica,17608220
(+)-isolariciresinol,Isatis indigotica,17348190
"(E)-3-(3', 5'-dimethoxy-4'-hydroxybenzylidene) -2-indolinone",Isatis indigotica,17348190
"10H-indolo [3, 2-b] quinoline",Isatis indigotica,17348190
1-methoxy-3-indoleacetonitrile,Isatis indigotica,17608220
1-methoxy-3-indolecarbaldehyde,Isatis indigotica,17608220
"2, 3-dihydropyrrolo [2, 1-b] quinazolin-9(1H) -one",Isatis indigotica,17348190
3-formylindole,Isatis indigotica,17608220
4 (3H)-quinazo-linone,Isatis indigotica,17348190
6-f-D-glucopyranosyldiosmetin,Isatis indigotica,17348190
adenosine,Isatis indigotica,17608220
benzoic acid,Isatis indigotica,17348190
deoxyvasicinone,Isatis indigotica,17608220
epigoitrin,Isatis indigotica,17608220
indirubin,Isatis indigotica,17348190
isovitexin,Isatis indigotica,17348190
lariciresinol,Isatis indigotica,17608220
"lariciresinol-4,4'-bis-O-beta-D-glucopyranoside",Isatis indigotica,17608220
lariciresinol-4'-O-beta-D-glucopyranoside,Isatis indigotica,17608220
lariciresinol-9-O-beta-D-glucopyranoside,Isatis indigotica,17608220
o-droxy-benzoic acid,Isatis indigotica,17348190
ixerochinolide,Ixeris chinensis,15635221
ixerochinoside,Ixeris chinensis,15635221
(Z)-3-hexen-1-ol-beta-D-glucopyranoside,Ixeris sonchifolia,12135099
ixerin Z,Ixeris sonchifolia,12135099
ixerin Z-6'-p-hydroxyphenylacetate,Ixeris sonchifolia,12135099
alkaloids,Jacaranda cuspidifolia,21663482
coumarins,Jacaranda cuspidifolia,21663482
Verbascoside,Jacaranda cuspidifolia,21663482
"1,8-cineole",Jasonia montana,8441785
borneol,Jasonia montana,8441785
bornyl acetate,Jasonia montana,8441785
Camphor,Jasonia montana,8441785
centaureidin,Jasonia montana,15702639
chrysanthemol,Jasonia montana,8441785
intermediol,Jasonia montana,8441785
jasonin b,Jasonia montana,15702639
jasonin-a,Jasonia montana,15702639
jasonin-c,Jasonia montana,15702639
(E)-3-hydroxy-5-methoxy-stilbene,Jatropha curcas,23311156
"3, 5-dihydroxy-4-methoxybenzaldehyde",Jatropha curcas,23311156
3-O-methylquercetin,Jatropha curcas,23311156
4-hydroxybenzaldehyde,Jatropha curcas,23311156
"5, 3', 4'-trihydroxy-3,7-dimethoxyflavone",Jatropha curcas,23311156
"5, 6, 7-trimethoxycoumarin",Jatropha curcas,23311156
"5,4'-dihydroxy-3, 7, 3'-trimethoxyflavone",Jatropha curcas,23311156
cimifugin,Jatropha curcas,23311156
coniferaldehyde,Jatropha curcas,23311156
isoscopoletin,Jatropha curcas,23311156
isovanillin,Jatropha curcas,23311156
omega-hydroxypropioquaiacone,Jatropha curcas,23311156
tomentin,Jatropha curcas,23311156
vanillic acid,Jatropha curcas,23311156
alpha-pinene,Juniperus communis,16375831
beta-pinene,Juniperus communis,16375831
limonene,Juniperus communis,16375831
mircene,Juniperus communis,16375831
sabinene,Juniperus communis,16375831
ananosic acids B,Kadsura ananosma,15165154
ananosic acids C,Kadsura ananosma,15165154
kadcoccilactone A,Kadsura coccinea,18590312
kadcoccilactone B,Kadsura coccinea,18590312
kadcoccilactone C,Kadsura coccinea,18590312
kadcoccilactone D,Kadsura coccinea,18590312
kadcoccilactone E,Kadsura coccinea,18590312
kadcoccilactone F,Kadsura coccinea,18590312
kadcoccilactone G,Kadsura coccinea,18590312
kadcoccilactone H,Kadsura coccinea,18590312
kadcoccilactone I,Kadsura coccinea,18590312
kadcoccilactone J,Kadsura coccinea,18590312
kadlongilactone C,Kadsura longipedunculata,17970593
kadlongilactone D,Kadsura longipedunculata,17970593
kadlongilactone E,Kadsura longipedunculata,17970593
kadlongilactone F,Kadsura longipedunculata,17970593
2-hydroxyxanthone,Kayea assamica,12943771
2-hydroxyxanthone,Kayea assamica,12943771
5-hydroxy-1-methoxyxanthone,Kayea assamica,12943771
kayeassamin A,Kayea assamica,18725180
kayeassamin B,Kayea assamica,18725180
kayeassamin C,Kayea assamica,18725180
kayeassamin D,Kayea assamica,18725180
kayeassamin E,Kayea assamica,18725180
kayeassamin F,Kayea assamica,18725180
kayeassamin G,Kayea assamica,18725180
kayeassamin H,Kayea assamica,18725180
kayeassamin I,Kayea assamica,18725180
theraphin A,Kayea assamica,12943771
theraphin B,Kayea assamica,12943771
theraphin C,Kayea assamica,12943771
theraphin D,Kayea assamica,12943771
kniphofione A,Kniphofia ensifolia,24326280
kniphofione B,Kniphofia ensifolia,24326280
gallic acid,Koelreuteria paniculata,22506395
hyperoside,Koelreuteria paniculata,22506395
"hyperoside-2""-O-acetyl",Koelreuteria paniculata,22506395
"hyperoside-2""-O-galloyl",Koelreuteria paniculata,22506395
kaempferol,Koelreuteria paniculata,22506395
"kaempferol-3-O-(6""-acetyl)-beta-D-glucopyranoside",Koelreuteria paniculata,22506395
kaempferol-3-O-D-glucopyranoside,Koelreuteria paniculata,22506395
luteolin,Koelreuteria paniculata,22506395
sitosterol glucoside,Koelreuteria paniculata,22506395
4-terpineol,Lactuca Sativa,23646297
camphene,Lactuca Sativa,23646297
caryophyllene,Lactuca Sativa,23646297
durenol,Lactuca Sativa,23646297
L-alloaromadendrene,Lactuca Sativa,23646297
limonene,Lactuca Sativa,23646297
linalool,Lactuca Sativa,23646297
o-methylthymol,Lactuca Sativa,23646297
spathulenol,Lactuca Sativa,23646297
thymol,Lactuca Sativa,23646297
thymol acetate,Lactuca Sativa,23646297
viridiflorene,Lactuca Sativa,23646297
?-pinene,Lactuca Sativa,23646297
?-terpinene,Lactuca Sativa,23646297
?-terpineol,Lactuca Sativa,23646297
?-terpinolene,Lactuca Sativa,23646297
?-pinene,Lactuca Sativa,23646297
?-cymene,Lactuca Sativa,23646297
cyanogenic glycosides,Laennecia confusa,22623891
sesquiterpene lactone,Laennecia confusa,22623891
1-(2-phenylcarbonyloxy acetyl) benzene,Laportea bulbifera,21823478
"1,4-diphenyl-1,4-butanedione",Laportea bulbifera,21823478
"2,2'-oxy-bis(1-phenylethanol",Laportea bulbifera,21823478
methyl linoleate,Laportea bulbifera,21823478
p3-sitosterol,Laportea bulbifera,21823478
P-daucosterol,Laportea bulbifera,21823478
(-)-secoisolariciresinol,Larix olgensis var. koreana,16124756
(+)-isolariciresinol,Larix olgensis var. koreana,16124756
(+)-lariciresinol,Larix olgensis var. koreana,16124756
(+)-lariciresinol 9'-p-coumarate,Larix olgensis var. koreana,16124756
"24R,5alpha-stigmast-3,6-dione",Larix olgensis var. koreana,15724403
beta-sitosterol,Larix olgensis var. koreana,15724403
ehletianol C,Larix olgensis var. koreana,16124756
ferulic acid,Larix olgensis var. koreana,15724403
isolariciresino,Larix olgensis var. koreana,15724403
isopimaric acid,Larix olgensis var. koreana,15724403
lariciresinol,Larix olgensis var. koreana,15724403
larixol,Larix olgensis var. koreana,15724403
secroisolariciresinol,Larix olgensis var. koreana,15724403
sesquipinsapol B,Larix olgensis var. koreana,16124756
vladinol D,Larix olgensis var. koreana,16124756
alpha-bisabolol,Laserpitium zernyi,20334149
alpha-pinene,Laserpitium zernyi,20334149
(-)-pinoresinol 4-O-beta-D-glucopyranoside,Lasianthus acuminatissimus,16570801
asperuloside,Lasianthus acuminatissimus,16570801
daucosterol,Lasianthus acuminatissimus,16570801
isoscopletin,Lasianthus acuminatissimus,16570801
isoscopletin-6-O-beta-D-glucopyranoside,Lasianthus acuminatissimus,16570801
delaumonone A,Laumoniera bruceadelpha,19652415
delaumonone B,Laumoniera bruceadelpha,19652415
Alkaloids,Lawsonia inermis,11167029
Alkaloid,Leucaena leucocephala,21306653
flavonoids,Leucas samhaensis,19320966
"2-oxo-3-hydroxy-eremophila-1(10),3,7(11),8-tetraen-8,12-olide",Ligularia pleurocaulis,16144318
"4-hydroxy-2,5-dimethoxy-benzaldehyde",Ligularia pleurocaulis,16144318
6-angeloyloxy-furanoligularenone,Ligularia pleurocaulis,16144318
7-methoxy-coumarin,Ligularia pleurocaulis,16144318
beta-sitosterol,Ligularia pleurocaulis,16144318
caffeic acid,Ligularia pleurocaulis,16144318
daucosterol,Ligularia pleurocaulis,16144318
emodin,Ligularia pleurocaulis,16144318
ferulic acid,Ligularia pleurocaulis,16144318
lupeol,Ligularia pleurocaulis,16144318
oleanolic acid,Ligularia pleurocaulis,16144318
tiglic acid,Ligularia pleurocaulis,16144318
1-oxo-9-desoxycacalol,Ligularia sagitta,17348191
"1p, 10P3-epoxy-6beta, 8 beta-dihydroxy-eremophil7 (11) -en-12, 8alpha-olide",Ligularia sagitta,17348191
"3p, 16P3-dihydroxy-12-oleanen-28-al",Ligularia sagitta,17348191
"7alpha-hydroxy-9(10) -ene-1, 8-dioxo-6, 7-dihydrofuranoeremophilane",Ligularia sagitta,17348191
bakkenolide,Ligularia sagitta,17348191
benzofuranoeremophil-l-ene,Ligularia sagitta,17348191
lupeol,Ligularia sagitta,17348191
"(4S)-p-menth-1-ene4, 7-diol",Ligusticum chuanxiong,17972581
"3(R), 8(S), 9(Z)-falcarindiol",Ligusticum chuanxiong,17972581
"4,5-dihydro-3-butylphthalide",Ligusticum chuanxiong,12776516
4-hydroxy-3-butylphthalide,Ligusticum chuanxiong,12776516
4-hydroxyl-3-butylphthalide,Ligusticum chuanxiong,17972581
"aromadendrane-4alpha, 10beta-diol",Ligusticum chuanxiong,17972581
"aromadendrane-4beta, 10alpha-diol",Ligusticum chuanxiong,17972581
"aromadendrane-4beta, 10beta-diol",Ligusticum chuanxiong,17972581
augustic acid,Ligusticum chuanxiong,17972581
ferulic acid,Ligusticum chuanxiong,12776516
Ligustilide,Ligusticum chuanxiong,12776516
pregnenolone,Ligusticum chuanxiong,17972581
senkyunolide F,Ligusticum chuanxiong,17972581
senkyunolide I,Ligusticum chuanxiong,17972581
Xiongterpene,Ligusticum chuanxiong,12776516
xiongterpene,Ligusticum chuanxiong,17972581
"Z, Z'-6,6',7,3 alpha-diligustili-de",Ligusticum chuanxiong,12776516
"Z'-3,8-dihydro-6,6'7,3' alpha-diligustilide",Ligusticum chuanxiong,12776516
"Z-6,8',7,3'-diligustilide",Ligusticum chuanxiong,12776516
ferulic acid,Ligusticum glaucescens,17212047
levistolide A,Ligusticum glaucescens,17212047
ligustilide,Ligusticum glaucescens,17212047
pleuchiol,Ligusticum glaucescens,17212047
beta-sitosterol,Ligusticum jeholense,19771843
beta-sitosterol,Ligusticum jeholense,22066398
daucosterol,Ligusticum jeholense,19771843
daucosterol,Ligusticum jeholense,22066398
ferulic acid,Ligusticum jeholense,19771843
"kaempferol-3-O-(2"",4""-di-E-p-coumaroyl)-alpha-L-rhamnoside",Ligusticum jeholense,22066398
kaempferol-3-O-beta-D-galactoside,Ligusticum jeholense,22066398
levistolide A,Ligusticum jeholense,19771843
linoleic acid,Ligusticum jeholense,19771843
psoralen,Ligusticum jeholense,22066398
quercetin-3-O-beta-D-galactoside,Ligusticum jeholense,22066398
sucrose,Ligusticum jeholense,22066398
sucrose,Ligusticum jeholense,19771843
xiongterpene,Ligusticum jeholense,19771843
"(Z, Z, Z)-9, 12, 15-Octadecatrienoic acid, ethyl ester",Ligustrum quihoui,22066401
n-Hexadecanoic acid,Ligustrum quihoui,22066401
Phytol,Ligustrum quihoui,22066401
boldine,Lindera angustifolia,16408812
isoboldine,Lindera angustifolia,16408812
laurotetanine,Lindera angustifolia,16408812
magnocurarine,Lindera angustifolia,16408812
N-ethoxycarbonyllaurotetanine,Lindera angustifolia,16408812
N-methyllaurotetanine,Lindera angustifolia,16408812
norboldine,Lindera angustifolia,16408812
1-hexanol,Linum pubescens,22913459
"6,10,14-trimethyl-2-pentadecanone",Linum pubescens,22913459
decanoic acid,Linum pubescens,22913459
geranyl isovalerate,Linum pubescens,22913459
germacrene D,Linum pubescens,22913459
lauric acid,Linum pubescens,22913459
25 (S) -ruscogenin 1-O-beta-D-xylopyranoside-3-O-alpha-L-rhamnopyranoside,Liriope platyphylla,22372141
beta-sitosterol-3-O-beta-D-glucopyranosile,Liriope platyphylla,22372141
diosgenin,Liriope platyphylla,18236747
LP-A,Liriope platyphylla,18236747
LP-B,Liriope platyphylla,18236747
LP-C,Liriope platyphylla,22372141
LP-D,Liriope platyphylla,22372141
lupenone,Liriope platyphylla,18236747
lupeol,Liriope platyphylla,18236747
palmic acid,Liriope platyphylla,22372141
ruscogenin,Liriope platyphylla,22372141
ursolic acid,Liriope platyphylla,18236747
(Z)-5-(trideca-4-enyl)resorcinol,Lithraea molleoides,12350145
"(Z,Z)-5-(trideca-4,7-dienyl)resorcinol",Lithraea molleoides,12350145
"(Z,Z,E)-5-(trideca-4,7,10-trienyl)resorcinol",Lithraea molleoides,12350145
"(Z,Z,Z)-5-(trideca-4,7,10-trienyl)resorcinol",Lithraea molleoides,12350145
5-alkyl resorcinol,Lithraea molleoides,15693716
"3,5-dimethoxystilbene",Lonchocarpus chiricanus,11421729
chiricanines A,Lonchocarpus chiricanus,11421729
chiricanines B,Lonchocarpus chiricanus,11421729
chiricanines C,Lonchocarpus chiricanus,11421729
chiricanines D,Lonchocarpus chiricanus,11421729
chiricanines E,Lonchocarpus chiricanus,11421729
longistyline C,Lonchocarpus chiricanus,11421729
longistyline D,Lonchocarpus chiricanus,11421729
beta-sitosterol,Lonicera confusa,15575205
chlorogenic acid,Lonicera confusa,15575205
lonicerin,Lonicera confusa,15575205
luteilin-7-O-beta-D-galactoside,Lonicera confusa,15575205
quercetin,Lonicera confusa,15575205
rutin,Lonicera confusa,15575205
tetratriacontane,Lonicera confusa,15575205
7-O-ethyl-morroniside,Lonicera macranthoides,21823476
beta-sitosterol,Lonicera macranthoides,21823476
caffeic acid,Lonicera macranthoides,21823476
chlorogenic acid,Lonicera macranthoides,21823476
daucosterol ,Lonicera macranthoides,21823476
loganic acid,Lonicera macranthoides,21823476
loganin,Lonicera macranthoides,21823476
morroniside,Lonicera macranthoides,21823476
scopoletin,Lonicera macranthoides,21823476
"3,5-O-dicaffeoylquinic acid",Lonicera similis,12525120
beta-sitosterol,Lonicera similis,12525120
caffeic acid,Lonicera similis,12525120
chlorogenic acid,Lonicera similis,12525120
luteolin,Lonicera similis,12525120
nonacosane,Lonicera similis,12525120
nonacosanol,Lonicera similis,12525120
palmitic acid,Lonicera similis,12525120
quercetin,Lonicera similis,12525120
casuarinines A,Lycopodiastrum casuarinoides,23941108
casuarinines B,Lycopodiastrum casuarinoides,23941108
casuarinines C,Lycopodiastrum casuarinoides,23941108
casuarinines D,Lycopodiastrum casuarinoides,23941108
casuarinines E,Lycopodiastrum casuarinoides,23941108
casuarinines F,Lycopodiastrum casuarinoides,23941108
casuarinines G,Lycopodiastrum casuarinoides,23941108
casuarinines H,Lycopodiastrum casuarinoides,23941108
casuarinines I,Lycopodiastrum casuarinoides,23941108
casuarinines J,Lycopodiastrum casuarinoides,23941108
carinatumin A,Lycopodium carinatum,17188496
carinatumin B,Lycopodium carinatum,17188496
carinatumin C,Lycopodium carinatum,17188496
Lycojapodine A,Lycopodium japonicum,19245240
lycobscurine A,Lycopodium obscurum,23600717
lycobscurine B,Lycopodium obscurum,23600717
lycobscurine C,Lycopodium obscurum,23600717
serratezomine D,Lycopodium serratum var. serratum,19447614
serratezomine E,Lycopodium serratum var. serratum,19447614
"(+)-3?,6?-diacetyl-bulbispermine",Lycoris radiata,23439562
(+)-3?-hydroxy-6?-acetyl- bulbispermine,Lycoris radiata,23439562
(+)-3?-methoxy- 6?-acetylbulbispermine,Lycoris radiata,23439562
"(+)-5,6-dehydrolycorine",Lycoris radiata,23439562
"(+)-8,9-methylenedioxylhomolycorine-N-oxide",Lycoris radiata,23439562
(+)-homolycorine- N-oxide,Lycoris radiata,23439562
"5,6-dihydro-5- methyl-2-hydroxyphenanthridine",Lycoris radiata,23439562
6-O-methylpretazettine,Lycoris radiata,23944033
9-O-demethylhomolycorine N-oxide,Lycoris radiata,23944033
apohaemanthamine,Lycoris radiata,23944033
haemanthamine,Lycoris radiata,5967157
homolycorine,Lycoris radiata,23944033
incartine,Lycoris radiata,23944033
ismine,Lycoris radiata,23944033
lycoranines A,Lycoris radiata,19483344
lycoranines B,Lycoris radiata,19483344
lycorenine,Lycoris radiata,537276
O-methyllycorenine,Lycoris radiata,23944033
radiatine,Lycoris radiata,5890308
tazettine,Lycoris radiata,23944033
ungeremine,Lycoris radiata,23944033
vittatine,Lycoris radiata,5967157
2-(4-hydroxyphenyl)-1-nitroethane,Lysichitum americanum,10656408
lysichitalexin,Lysichitum americanum,10656408
"2, 4, 6-trihydroxy acetophenone-2-O-glucopyranoside",Lysimachia patungensis,23724651
2-hydroxynaringenin-4'-O-glucopyranoside,Lysimachia patungensis,23724651
licochalcone B,Lysimachia patungensis,23724651
liquiritin apioside,Lysimachia patungensis,23724651
methyl-p-coumarate,Lysimachia patungensis,23724651
myricetrin,Lysimachia patungensis,23724651
naringenin 7-O-glucopyranoside,Lysimachia patungensis,23724651
"quercetin-3, 3'-di- O-alpha-L-rhamnoside",Lysimachia patungensis,23724651
quercitrin,Lysimachia patungensis,23724651
rutin,Lysimachia patungensis,23724651
tetrahydroxymethoxy chalcone,Lysimachia patungensis,23724651
vaccihein A,Lysimachia patungensis,23724651
macagigantin,Macaranga gigantea,20183255
broussoflavonol F,Macaranga recurvata,23156995
diisoprenylaromadendrin,Macaranga recurvata,23156995
glyasperin A,Macaranga recurvata,23156995
macarecurvatin A,Macaranga recurvata,23156995
macarecurvatin B,Macaranga recurvata,23156995
macarhizinoidin A,Macaranga rhizinoides,20839620
macarhizinoidin B,Macaranga rhizinoides,20839620
methyl 4-isoprenyloxycinnamate,Macaranga rhizinoides,20839620
macaranone A,Macaranga sampsonii,19420781
macaranone B,Macaranga sampsonii,19420781
macaranone C,Macaranga sampsonii,19420781
macaranone D,Macaranga sampsonii,19420781
kolavenol,Macaranga tanarius,18844422
macaflavanone A,Macaranga tanarius,18844422
macaflavanone B,Macaranga tanarius,18844422
macaflavanone C,Macaranga tanarius,18844422
macaflavanone D,Macaranga tanarius,18844422
macaflavanone E,Macaranga tanarius,18844422
macaflavanone F,Macaranga tanarius,18844422
macaflavanone G,Macaranga tanarius,18844422
nymphaeol C,Macaranga tanarius,18844422
tanariflavanone C,Macaranga tanarius,15974621
tanariflavanone D,Macaranga tanarius,15974621
tanarifuranonol,Macaranga tanarius,15974621
"5,7-dihydroxycoumarin",Macaranga triloba,22561914
"6-farnesyl-3',4',5,7-tetrahydroxyflavanone",Macaranga triloba,22561914
6-prenyl-3'-methoxyeriodictyol,Macaranga triloba,22561914
malaysianone A,Macaranga triloba,22561914
nymphaeol B,Macaranga triloba,22561914
nymphaeol C,Macaranga triloba,22561914
scopoletin,Macaranga triloba,22561914
Glucosinolates,Maerua angolensis,19320966
alpha-Terpineol,Magnolia biondii,19260270
Eucalyptol,Magnolia biondii,19260270
P-pinene,Magnolia biondii,19260270
surangin B,Mammea longifolia,15856416
"1,3,7-trihydroxyxanthone",Mammea siamensis,21048341
"1,6,7-trihydroxyxanthone",Mammea siamensis,21048341
"1,7-dihydroxy-3-methoxyxanthone",Mammea siamensis,21048341
"1,7-dihydroxyxanthone",Mammea siamensis,21048341
"1,7-dimethoxy-6-hydroxyxanthone",Mammea siamensis,21048341
"1,7-dimethoxyxanthone",Mammea siamensis,21048341
7-hydroxy-1-methoxyxanthone,Mammea siamensis,21048341
siamenol A,Mammea siamensis,16755064
siamenol B,Mammea siamensis,16755064
siamenol C,Mammea siamensis,16755064
siamenol D,Mammea siamensis,16755064
surangin D,Mammea siamensis,21048341
Surangins B,Mammea siamensis,21048341
surangins C,Mammea siamensis,21048341
theraphin B,Mammea siamensis,21048341
theraphin C,Mammea siamensis,21048341
alkaloids,Manilkara achras,22536985
avicularin,Melastoma dodecandrum,15139128
gallic acid,Melastoma dodecandrum,15139128
hexacosanoic acid,Melastoma dodecandrum,15139128
kaempferol,Melastoma dodecandrum,15139128
quercetin,Melastoma dodecandrum,15139128
"1,2-Benzenedicarboxylic acid",Melia orientalis,23901217
"1,2-Benzenedicarboxylic acid, diisooctyl ester",Melia orientalis,23901217
"3, 7, 11, 15-Tetramethyl-2-hexadecen-1-o",Melia orientalis,23901217
"Cholest-5-en-3-ol, 24-propylidene-3, (3?)",Melia orientalis,23901217
"Eicosane, 2-methyl",Melia orientalis,23901217
Heptacosane,Melia orientalis,23901217
"Nonadecane, 2-methyl",Melia orientalis,23901217
Phytol,Melia orientalis,23901217
Squalene,Melia orientalis,23901217
Stigmasterol,Melia orientalis,23901217
?-Sitosterol,Melia orientalis,23901217
apigenin 7--beta-D-glucopyranoside,Melissa officinalis,12365606
luteolin,Melissa officinalis,12365606
luteolin 3'-O-beta-D-glucuronopyranoside,Melissa officinalis,12365606
luteolin 7--beta-D-glucopyranoside,Melissa officinalis,12365606
luteolin 7-O-beta-D-glucopyranoside-3'-Obeta-D-glucuronopyranoside,Melissa officinalis,12365606
luteolin 7-O-beta-D-glucuronopyranoside,Melissa officinalis,12365606
Demethyltenuicausine,Melodinus hemsleyanus,12016899
melodinine A,Melodinus henryi,20041704
melodinine B,Melodinus henryi,20041704
melodinine C,Melodinus henryi,20041704
melodinine D,Melodinus henryi,20041704
melodinine E,Melodinus henryi,20041704
melodinine F,Melodinus henryi,20041704
melodinine G,Melodinus henryi,20041704
melodinine J,Melodinus suaveolens,24274642
melodinine M,Melodinus suaveolens,22260257
melodinine N,Melodinus suaveolens,22260257
melodinine O,Melodinus suaveolens,22260257
melodinine P,Melodinus suaveolens,22260257
melodinine Q,Melodinus suaveolens,22260257
melodinine R,Melodinus suaveolens,22260257
melodinine S,Melodinus suaveolens,22260257
melodinine T,Melodinus suaveolens,22260257
melodinine U,Melodinus suaveolens,22260257
melosuavine A,Melodinus suaveolens,24274642
melosuavine B,Melodinus suaveolens,24274642
melosuavine C,Melodinus suaveolens,24274642
melosuavine D,Melodinus suaveolens,24274642
melosuavine E,Melodinus suaveolens,24274642
melosuavine F,Melodinus suaveolens,24274642
melosuavine G,Melodinus suaveolens,24274642
melosuavine H,Melodinus suaveolens,24274642
tenuicausine,Melodinus suaveolens,24274642
melodinine H,Melodinus tenuicaudatus,20462230
melodinine I,Melodinus tenuicaudatus,20462230
melodinine J,Melodinus tenuicaudatus,20462230
melodinine K,Melodinus tenuicaudatus,20462230
melodinine L,Melodinus tenuicaudatus,20462230
isorhamnetin,Memorialis hirta,22667148
isorhamnetin-3-O-alpha-L-rhamnopyranoside,Memorialis hirta,22667148
isorhamnetin-3-O-beta-D-glucopyranoside,Memorialis hirta,22667148
isorhamnetin-3-O-rutinoside,Memorialis hirta,22667148
kaempferol,Memorialis hirta,22667148
kaempferol-3-O-alpha-L-rhamnopyranoside,Memorialis hirta,22667148
kaempferol-3-O-beta-D-glucopyranoside,Memorialis hirta,22667148
kaempferol-3-O-rutinoside,Memorialis hirta,22667148
quercetin,Memorialis hirta,22667148
quercetin-3-O-alpha-L-rhamnopyranoside,Memorialis hirta,22667148
quercetin-3-O-beta-D-glucopyranoside,Memorialis hirta,22667148
quercetin-3-O-rutinoside,Memorialis hirta,22667148
d-limonene,Mentha longifolia,23413994
oxathiane,Mentha longifolia,23413994
piperitenon,Mentha longifolia,23413994
piperiton oxide,Mentha longifolia,23413994
tripal,Mentha longifolia,23413994
alkaloids,Millingtonia hortensis,22536985
alkaloids,Mitragyna speciosa,22536985
alkaloids,Momordica charantia,22536985
Alkaloids,Momordica charantia,22654584
Leucoanthocyanin,Momordica charantia,22654584
alkaloids,Morinda citrifolia,22536985
6-methoxy-acacetin-8-C-?-glucoside,Moringa peregrina,21716619
apigenin,Moringa peregrina,21716619
chryseriol-7-O-rhamnoside,Moringa peregrina,21716619
lupeol acetate,Moringa peregrina,21716619
neochlorogenic acid,Moringa peregrina,21716619
quercetin,Moringa peregrina,21716619
quercetin-3-O-rutinoside,Moringa peregrina,21716619
rhamnetin,Moringa peregrina,21716619
rhamnetin-3-O-rutinoside,Moringa peregrina,21716619
?-amyrin,Moringa peregrina,21716619
?-amyrin,Moringa peregrina,21716619
?-sitosterol,Moringa peregrina,21716619
?-sitosterol-3-O-glucoside,Moringa peregrina,21716619
alpha-acetyl-amyrin,Morus alba,12648543
cyclomorusin,Morus alba,12648543
eudraflavone B hydroperoxide,Morus alba,12648543
kuwanon S,Morus alba,12648543
leachianone G,Morus alba,12648543
moralbanone,Morus alba,12648543
