Phytochemical,PlantName,PubMed Id
marlignan A,Schisandra wilsoniana,20462233
marlignan B,Schisandra wilsoniana,20462233
marlignan C,Schisandra wilsoniana,20462233
marlignan D,Schisandra wilsoniana,20462233
marlignan E,Schisandra wilsoniana,20462233
marlignan F,Schisandra wilsoniana,20462233
marlignan G,Schisandra wilsoniana,20462233
marlignan H,Schisandra wilsoniana,20462233
marlignan I,Schisandra wilsoniana,20462233
marlignan J,Schisandra wilsoniana,20462233
marlignan K,Schisandra wilsoniana,20462233
marlignan L,Schisandra wilsoniana,20462233
marlignan M,Schisandra wilsoniana,23327759
marlignan N,Schisandra wilsoniana,23327759
marlignan O,Schisandra wilsoniana,23327759
marlignan P,Schisandra wilsoniana,23327759
marlignan Q,Schisandra wilsoniana,23327759
marlignan R,Schisandra wilsoniana,23327759
marlignan S,Schisandra wilsoniana,23327759
marphenol C,Schisandra wilsoniana,23327759
marphenol D,Schisandra wilsoniana,23327759
marphenol E,Schisandra wilsoniana,23327759
marphenol F,Schisandra wilsoniana,23327759
"1, 2, 5-trihydroxy-6, 8-dimethoxy-9H-xanthen-9-one",Securidaca inappendiculata,19086633
"1, 3, 6-trihydroxy-2,7-dimethoxyxanthone",Securidaca inappendiculata,18589779
"1, 3, 8-trihydroxy-2-methoxyxanth-one",Securidaca inappendiculata,18589779
"1, 3, 8-trihydroxy-4-methoxyxanthone",Securidaca inappendiculata,18589779
"1, 5-dihydroxy-2, 6, 8-trimethoxy-9H-xanthen-9-one",Securidaca inappendiculata,19086633
"1, 7-dihydroxy-9H-xanthen-9-one",Securidaca inappendiculata,19086633
"1,7-dimethoxy-9H-xanthen-9-one",Securidaca inappendiculata,19086633
"3, 4-dihydroxybezoic acid",Securidaca inappendiculata,18589779
"3, 8-dihydroxy-1, 4-dimethoxy-9H-xanthen-9-one",Securidaca inappendiculata,19086633
3-hydroxy-4-methoxylbenzoic acid,Securidaca inappendiculata,18589779
3-O-beta-D-glucopyranosyl-spinasterol,Securidaca inappendiculata,16087640
"4, 6-dihydroxy-1, 5, 7-trimethoxy-9H-xanthen-9-one",Securidaca inappendiculata,19086633
"4-hydroxy-2,6-dimethoxy-benzophenone",Securidaca inappendiculata,16144320
"4-hydroxy-3, 7-dimethoxy-9H-xanthen-9-one",Securidaca inappendiculata,19086633
"7-hydroxy-1, 2, 3, 8-tetrame thoxyxanthone",Securidaca inappendiculata,18589779
"7-hydroxy-1, 2, 3, 8-tetramethoxy-9H-xanthen- 9-one",Securidaca inappendiculata,19086633
aucuparin,Securidaca inappendiculata,19086633
coniferaldehyde,Securidaca inappendiculata,18589779
securiphenone B,Securidaca inappendiculata,16144320
securisteroside,Securidaca inappendiculata,16087640
securixanside A,Securidaca inappendiculata,12067160
securixanside B,Securidaca inappendiculata,12067160
securixanside C,Securidaca inappendiculata,12067160
securixanthone A,Securidaca inappendiculata,11738416
securixanthone B,Securidaca inappendiculata,11738416
spinasterol,Securidaca inappendiculata,16087640
securinol A,Securinega suffruticosa Rehd.,5864721
securinol B,Securinega suffruticosa Rehd.,5864721
securinol C,Securinega suffruticosa Rehd.,5864721
secu'amamine B,Securinega suffruticosa var. amamiensis,18052029
secu'amamine C,Securinega suffruticosa var. amamiensis,18052029
secu'amamine D,Securinega suffruticosa var. amamiensis,18052029
"(-)-olivil(4), beta-sitosterol",Serissa serissoides,17076236
(-)-syringaresinol,Serissa serissoides,17076236
(+)-meduiresinol,Serissa serissoides,17076236
(+)-pinoresinol,Serissa serissoides,17076236
"2,6-dimethoxy-p-benzoquinone",Serissa serissoides,17583202
4-hydroxy-3-methoxybenzoic acid,Serissa serissoides,17583202
corosolic acid,Serissa serissoides,17583202
daucosterol,Serissa serissoides,17076236
daucosterol,Serissa serissoides,17583202
oleanolic acid,Serissa serissoides,17076236
palmitic acid,Serissa serissoides,17583202
uroslic acid,Serissa serissoides,17583202
urs-12-en-28-ol,Serissa serissoides,17583202
apigenin,Sesamum indicum,17583201
apigenin-7-O-glucuronic acid,Sesamum indicum,17583201
ladanetin,Sesamum indicum,17583201
ladanetin-6-O-beta-D-glucoside,Sesamum indicum,17583201
pedalitin,Sesamum indicum,17583201
pedalitin-6-O-glucoside,Sesamum indicum,17583201
"1,8-cineole",Sesuvium portulacastrum,16243465
alpha-humulene,Sesuvium portulacastrum,16243465
alpha-pinene,Sesuvium portulacastrum,16243465
alpha-terpinene,Sesuvium portulacastrum,16243465
beta-pinene,Sesuvium portulacastrum,16243465
bornyl acetate,Sesuvium portulacastrum,16243465
camphene,Sesuvium portulacastrum,16243465
limonene,Sesuvium portulacastrum,16243465
O-cymene,Sesuvium portulacastrum,16243465
trans-caryophyllene,Sesuvium portulacastrum,16243465
tridecane,Sesuvium portulacastrum,16243465
alpha-cadinol,Shorea robusta,12931858
alpha-copaene,Shorea robusta,12931858
alpha-terpineol,Shorea robusta,12931858
Asiatic acid,Shorea robusta,23290431
beta-elemene,Shorea robusta,12931858
gamma-cadinene,Shorea robusta,12931858
gamma-muurolene,Shorea robusta,12931858
Germacrene-D,Shorea robusta,11745034
globulol,Shorea robusta,12931858
T-cadinol,Shorea robusta,12931858
viridiflorene,Shorea robusta,12931858
7-epicandicandiol,Sideritis ozturkii,15279978
epoxyisolinearol,Sideritis ozturkii,15279978
leucoseptoside A,Sideritis ozturkii,15279978
linearol,Sideritis ozturkii,15279978
martynoside,Sideritis ozturkii,15279978
ozturkoside A,Sideritis ozturkii,15279978
ozturkoside B,Sideritis ozturkii,15279978
ozturkosides C,Sideritis ozturkii,15279978
sideroxol,Sideritis ozturkii,15279978
sidol,Sideritis ozturkii,15279978
verbascoside,Sideritis ozturkii,15279978
silenorubicoside A,Silene rubicunda,15921423
silenorubicoside B,Silene rubicunda,15921423
silenorubicoside C,Silene rubicunda,15921423
silenorubicoside D,Silene rubicunda,15921423
phenethyl isothiocyanate,Sinapis alba,19799675
"8-hydroxy-3-methoxy-5H-pyrido [2, 1-c] pyrazin-5-one",Solanum cathayanum,19180950
beta-sitosterol,Solanum cathayanum,19180950
"ethly 2,6-dioxo-1,2,3,6-tetrahy-dropyrimidine-4-carboxylate",Solanum cathayanum,19180950
lignoceric acid,Solanum cathayanum,19180950
lupeol,Solanum cathayanum,19180950
(+)-medioresinol,Solanum nigrum,20845784
(+)-pinoresinol,Solanum nigrum,20845784
(+)-syringaresinol,Solanum nigrum,20845784
"3, 4-dihydroxhbenzoic acid",Solanum nigrum,17944186
3-methoxy-4-hydroxyienzoic acid,Solanum nigrum,17944186
6-methoy-hydroxycoumarin,Solanum nigrum,17944186
adenosine,Solanum nigrum,17944186
beta-sitosterol,Solanum nigrum,20845784
ethyl beta-d-thevetopyranosyl-(1-->4)-alpha-D-oleandropyranoside,Solanum nigrum,19631313
ethyl beta-D-thevetopyranosyl-(1-->4)-beta-D-oleandropyranoside,Solanum nigrum,19631313
nigrumnins I,Solanum nigrum,10923841
nigrumnins II,Solanum nigrum,10923841
p-hydroxybenzoic acid,Solanum nigrum,17944186
pinoresinol-4-O-beta-D-glucopyranoside,Solanum nigrum,17944186
scopoletin,Solanum nigrum,20845784
solanigroside A,Solanum nigrum,17885838
solanigroside B,Solanum nigrum,17885838
syringaresinol-4-O-beta-D-glucopyranoside,Solanum nigrum,17944186
tetracosanoic acid,Solanum nigrum,20845784
alkaloids,Solanum villosum,18387176
essential oil,Solanum villosum,18387176
"3/beta, 7, 4'-trihydroxy-5-methoxy-8-[3,3-dimethylallyl] -flavanone",Sophora flavescenes,18956776
isoxanthohumol,Sophora flavescenes,18956776
kurarinone,Sophora flavescenes,18956776
kushenol I,Sophora flavescenes,18956776
"-methoxy-7, 2', 4'-trihydroxy-8-[3,3-dimethylallyl] -flavanone",Sophora flavescenes,18956776
nor-kurarinone [(2S) -sophoraflavanone G],Sophora flavescenes,18956776
"(-)-13,14-dehydrosophoridine",Sophora flavescens,16364643
(-)-9alpha-hydroxysophocarpine,Sophora flavescens,16364643
(-)-anagyrine,Sophora flavescens,16364643
(-)-sophocarpine,Sophora flavescens,16364643
(+)-12alpha-Hydroxysophocarpine,Sophora flavescens,16364643
(+)-9alpha-hydroxymatrine,Sophora flavescens,16364643
(+)-allomatrine,Sophora flavescens,16364643
(+)-lehmannine,Sophora flavescens,16364643
(+)-matrine,Sophora flavescens,16364643
(+)-oxymatrine,Sophora flavescens,16364643
(+)-oxysophocarpine,Sophora flavescens,16364643
kuraidin,Sophora flavescens,9868163
kurarinol,Sophora flavescens,9868163
kushenol H,Sophora flavescens,9868163
kushenol K,Sophora flavescens,9868163
sophoflavescenol,Sophora flavescens,9868163
trifolirhizin,Sophora flavescens,9868163
"6,7,10-trihydroxy-8-octadecenoic acid",Sparganium stoleniferum,18357734
beta-sitosterol plamitate,Sparganium stoleniferum,18357734
daucosterol plamitate,Sparganium stoleniferum,18357734
SanLeng diphenylacetypene,Sparganium stoleniferum,18357734
SanLeng diphenyllactone,Sparganium stoleniferum,18357734
D-mannitol,Sphaerophysa salsula,16144319
erythrol,Sphaerophysa salsula,16144319
"isorhamnetin-3-O-[6""-(3-hydroxy-3-methylglutaroyl)-beta-D-glucopyranoside]",Sphaerophysa salsula,16144319
n-butyl-O-beta-D-fructopyranoside,Sphaerophysa salsula,16144319
nicotinic acid,Sphaerophysa salsula,16144319
quercitrin,Sphaerophysa salsula,16144319
succinic acid,Sphaerophysa salsula,16144319
uridine,Sphaerophysa salsula,16144319
a-humulene,Stachys cretica,19370886
delta-cadinene,Stachys cretica,19370886
delta-elemene,Stachys cretica,19370886
germacrene-D,Stachys cretica,19370886
trans-beta-caryophyllene,Stachys cretica,19370886
"1, 4-methano-1 H-indene",Stachys lavandulifolia,23593591
alpha-pinene,Stachys lavandulifolia,23074920
Beta-Phellandrene,Stachys lavandulifolia,23074920
delta-cadinene,Stachys lavandulifolia,23593591
germacrene D,Stachys lavandulifolia,23593591
germacrene-D,Stachys lavandulifolia,23074920
myrcene,Stachys lavandulifolia,23593591
?-pinene,Stachys lavandulifolia,23593591
?-thujone,Stachys lavandulifolia,23593591
?-phellandrene,Stachys lavandulifolia,23593591
staphylionoside A,Staphylea bumalda,15997139
staphylionoside B,Staphylea bumalda,15997139
staphylionoside C,Staphylea bumalda,15997139
staphylionoside D,Staphylea bumalda,15997139
staphylionoside E,Staphylea bumalda,15997139
staphylionoside F,Staphylea bumalda,15997139
staphylionoside G,Staphylea bumalda,15997139
staphylionoside I,Staphylea bumalda,15997139
staphylionoside J,Staphylea bumalda,15997139
staphylionoside K,Staphylea bumalda,15997139
Acutumine,Stephania cepharantha,21355192
Aknadinine,Stephania cepharantha,21355192
cepharamine,Stephania cepharantha,20707195
cepharatines A,Stephania cepharantha,21214233
cepharatines B,Stephania cepharantha,21214233
cepharatines C,Stephania cepharantha,21214233
cepharatines D,Stephania cepharantha,21214233
corydalmine,Stephania cepharantha,20707195
corydine,Stephania cepharantha,20707195
corypalmine,Stephania cepharantha,20707195
Discretamine,Stephania cepharantha,21355192
isocorydine,Stephania cepharantha,20707195
isocorydione,Stephania cepharantha,20707195
lysicamine,Stephania cepharantha,20707195
palmatine,Stephania cepharantha,20707195
sinoacutine,Stephania cepharantha,20707195
Sinomenine,Stephania cepharantha,21355192
sinoracutine,Stephania cepharantha,20707195
Stephasunoline,Stephania cepharantha,21355192
tetrahadropalmatine,Stephania cepharantha,20707195
(+)-stepharine,Stephania dentifolia,23713286
capaurine,Stephania dentifolia,23713286
cephamonine,Stephania dentifolia,23713286
palmatine,Stephania dentifolia,23713286
sinoacutine,Stephania dentifolia,23713286
sinomenine,Stephania dentifolia,23713286
stepharanine,Stephania dentifolia,23713286
tetrahydropalmatine,Stephania dentifolia,23713286
Cepharamine,Stephania hernandifolia,21548365
Daurioxoisoporphine D,Stephania hernandifolia,21548365
l-tetrahadropalmatine,Stephania hernandifolia,21548365
Stephamiersine,Stephania hernandifolia,21548365
Telitoxine,Stephania hernandifolia,21548365
(-)-pinoresinol glucoside,Styrax japonica,15620237
arctiin,Styrax japonica,17489357
dihydrodehydrodiconiferyl alcohol 9'-O-glucoside,Styrax japonica,20607490
egonol,Styrax japonica,17489357
egonol glucoside,Styrax japonica,20607490
matairesinoside,Styrax japonica,17489357
matairesinoside,Styrax japonica,20607490
methylsyringin,Styrax japonica,17489357
pinoresinol-4-O-beta-D-glucopyranoside,Styrax japonica,17489357
styraxjaponoside A,Styrax japonica,20607490
styraxjaponoside B,Styrax japonica,20607490
styraxjaponoside C,Styrax japonica,17489357
styraxlignolide B,Styrax japonica,15620237
styraxlignolide C,Styrax japonica,15620237
styraxlignolide D,Styrax japonica,15620237
styraxlignolide E,Styrax japonica,15620237
styraxlignolide F,Styrax japonica,15620237
syringin,Styrax japonica,17489357
syringin,Styrax japonica,15620237
taraxerol,Styrax japonica,15620237
angustins A,Swertia angustifolia,22296155
angustins B,Swertia angustifolia,22296155
daviditin A,Swertia davida Franch,12567778
daviditin B,Swertia davida Franch,15040088
gentiacaulein,Swertia davida Franch,12567778
methylswertianin,Swertia davida Franch,12567778
"1,3,5,8-tetrahydroxyxanthone",Swertia kauitchensis Franch,15807240
"1,7-dihydroxy-3,4,8-trimethoxyxanthone",Swertia kauitchensis Franch,15807240
bellidifolin,Swertia kauitchensis Franch,15807240
beta-sitosterol,Swertia kauitchensis Franch,15807240
daucosterol,Swertia kauitchensis Franch,15807240
gentiacaulein,Swertia kauitchensis Franch,15807240
methylswertianin,Swertia kauitchensis Franch,15807240
oleanolic acid,Swertia kauitchensis Franch,15807240
swertianin,Swertia kauitchensis Franch,15807240
swertianolin,Swertia kauitchensis Franch,15807240
"1,5-dihydroxy-3-methoxy-6-O-primeverosyl xanthone",Swertia longifolia,17127518
"8-hydroxy-3,5-dimethoxy-1-O-primeverosyl xanthone",Swertia longifolia,17127518
bellidin,Swertia longifolia,17127518
gentisein,Swertia longifolia,17127518
isobellidifolin,Swertia longifolia,17127518
puniceaside A,Swertia punicea,20677781
puniceaside B,Swertia punicea,20677781
puniceaside C,Swertia punicea,20677781
puniceaside D,Swertia punicea,20677781
puniceaside E,Swertia punicea,20677781
6-acetoxyhumilinolide C,Swietenia aubrevilleana,10579863
11-deoxyswietenialide D,Swietenia macrophylla,19552385
12alpha-acetoxyswietephragmin C,Swietenia macrophylla,19053509
12alpha-acetoxyswietephragmin D,Swietenia macrophylla,19053509
1-O-acetylkhayanolide A,Swietenia macrophylla,21985024
1-O-Acetylkhayanolide B,Swietenia macrophylla,21985024
1-O-Deacetylkhayanolide E,Swietenia macrophylla,21985024
"2,11-diacetoxyswietenialide D",Swietenia macrophylla,19552385
2-acetoxyswietenialide D,Swietenia macrophylla,19552385
"3beta,6-dihydroxydihydrocarapin",Swietenia macrophylla,10579863
3beta-O-destigloyl-3beta-O-benzoyl-12alpha-acetoxyswietephragmin C,Swietenia macrophylla,19053509
3beta-O-destigloyl-3beta-O-benzoyl-12alpha-acetoxyswietephragmin D,Swietenia macrophylla,19053509
3beta-O-destigloyl-3beta-O-benzoyl-6-O-acetylswietephragmin E,Swietenia macrophylla,19053509
6-O-acetylswietephragmin E,Swietenia macrophylla,19053509
augustineolide,Swietenia macrophylla,10579863
catechin,Swietenia macrophylla,19266907
epicatechin,Swietenia macrophylla,19266907
epoxyfebrinin B,Swietenia macrophylla,21467674
Khayalactone,Swietenia macrophylla,21985024
Khayanolide A,Swietenia macrophylla,21985024
Khayanolide B,Swietenia macrophylla,21985024
Khayanolide E,Swietenia macrophylla,21985024
Khayanone,Swietenia macrophylla,21985024
methyl-6-?-hydroxy angolensate,Swietenia macrophylla,21985024
O-acetyl-swietenolide,Swietenia macrophylla,21588997
swietemacrophyllanin,Swietenia macrophylla,19266907
Swietenine J,Swietenia macrophylla,21985024
swietenitin A,Swietenia macrophylla,19552385
swietenitin B,Swietenia macrophylla,19552385
swietenitin C,Swietenia macrophylla,19552385
swietenitin D,Swietenia macrophylla,19552385
swietenitin E,Swietenia macrophylla,19552385
swietenitin F,Swietenia macrophylla,19552385
swietenitin G,Swietenia macrophylla,19552385
swietenitin H,Swietenia macrophylla,19552385
swietenitin I,Swietenia macrophylla,19552385
swietenitin J,Swietenia macrophylla,19552385
swietenitin K,Swietenia macrophylla,19552385
swietenitin L,Swietenia macrophylla,19552385
swietenitin M,Swietenia macrophylla,19552385
swietenitin M,Swietenia macrophylla,21467674
swietenitin N,Swietenia macrophylla,21467674
swietenitin O,Swietenia macrophylla,21467674
swietenitin P,Swietenia macrophylla,21467674
swietenitin Q,Swietenia macrophylla,21467674
swietenitin R,Swietenia macrophylla,21467674
swietenitin S,Swietenia macrophylla,21467674
swietenitin T,Swietenia macrophylla,21467674
swietenitin U,Swietenia macrophylla,21467674
swietenitin V,Swietenia macrophylla,21467674
swietenitin W,Swietenia macrophylla,21467674
swietenitin X,Swietenia macrophylla,21467674
Swietenolide diacetate,Swietenia macrophylla,21579475
isoligustroside,Syringa afghanica,21480510
isooleuropein,Syringa afghanica,21480510
Safghanoside A,Syringa afghanica,11909635
Safghanoside B,Syringa afghanica,11909635
Safghanoside C,Syringa afghanica,11909635
Safghanoside D,Syringa afghanica,11909635
Safghanoside E,Syringa afghanica,11909635
Safghanoside F,Syringa afghanica,11909635
Safghanoside G,Syringa afghanica,11909635
Safghanoside H,Syringa afghanica,11909635
(-)-olivil-4'-O-beta-D: -glucopyranoside,Syringa reticulata,18985282
cis-echinacoside,Syringa reticulata,18985282
decaffeoylacteoside,Syringa reticulata,18985282
glycosides-3'-O-beta-D: -glucopyranosysalidroside,Syringa reticulata,18985282
ones-forsythoside B,Syringa reticulata,18985282
osmanthuside F,Syringa reticulata,18985282
(+) -Medioresinol di-O-beta-D-glucopyranosied,Syringa veutina,18826143
D-mannitol,Syringa veutina,18826143
Kaempferol-3-O-beta-D-glucopyranosied,Syringa veutina,18826143
Liriodendrin,Syringa veutina,18826143
Quercetin 3-O-beta-D-glucopyranoside,Syringa veutina,18826143
Rutin,Syringa veutina,18826143
Syningin,Syringa veutina,18826143
"5,7-dihydroxy-2-methylchromone 8-C-beta-D-glucopyranoside",Syzygium aromaticum,8904847
apigenin 6-C-[beta-D-xylopyranosyl-(1'''-->2'')-beta-D-galactopyranoside]-7-O-beta-D-(6-O-p-coumarylglucopyranoside),Syzygium aromaticum,16297892
apigenin 6-C-[beta-D-xylopyranosyl-(1'''-->2'')-beta-D-galactopyranoside]-7-O-beta-D-glucopyranoside,Syzygium aromaticum,16297892
biflorin,Syzygium aromaticum,8904847
ellagic acid,Syzygium aromaticum,8904847
