"","Phytochemical","PlantName","PubMed.Id"
"4998","beta-phellandrene","Xylopia aromatica",14753677
"4999","gigantetrocin A","Xylopia aromatica",8021648
"5000","gigantetronenin","Xylopia aromatica",8021648
"5001","p-cymene","Xylopia aromatica",14753677
"5002","p-mentha-1(7),8-diene","Xylopia aromatica",14753677
"5003","Venezenin","Xylopia aromatica",7623031
"5004","xylomatenin","Xylopia aromatica",7714532
"5005","xylomaticin","Xylopia aromatica",8021648
"5006","xylopiacin","Xylopia aromatica",8021648
"5007","xylopianin","Xylopia aromatica",8021648
"5008","Xylopien","Xylopia aromatica",7714532
"5009","(E)-beta-ocimene","Xylopia laevigata",23678822
"5010","(E)-caryophyllene","Xylopia laevigata",23307235
"5011","beta-elemene","Xylopia laevigata",23678822
"5012","bicyclogermacrene","Xylopia laevigata",23307235
"5013","delta-cadinene","Xylopia laevigata",23678822
"5014","delta-selinene","Xylopia laevigata",23678822
"5015","germacrene B","Xylopia laevigata",23307235
"5016","germacrene D","Xylopia laevigata",23307235
"5017","?-copaene","Xylopia laevigata",23307235
"5018","?-muurolene","Xylopia laevigata",23307235
"5019","?-cadinene ","Xylopia laevigata",23307235
"5041","5-methoxycanthin-6-one","Zanthoxylum chiloperone var. angustifolium",12820240
"5042","canthin-6-one","Zanthoxylum chiloperone var. angustifolium",12820240
